mean_test_score,mean_train_score,param_n_estimators,param_learning_rate,param_max_depth,param_subsample,param_colsample_bytree,param_gamma
0.9175780847322969,0.96179987335787,300,0.1,8,1.0,1.0,0.1
0.9210830015823996,0.9862972057375536,300,0.1,10,1.0,1.0,0.1
