mean_test_score,mean_train_score,param_n_estimators,param_learning_rate,param_max_depth,param_subsample,param_colsample_bytree,param_gamma
0.9756476745101125,0.9985198182911624,300,0.1,8,1.0,1.0,0.1
0.9780142761790673,0.9999618293631007,300,0.1,10,1.0,1.0,0.1
