mean_test_score,mean_train_score,param_n_estimators,param_learning_rate,param_max_depth,param_subsample,param_colsample_bytree,param_gamma
0.973853599471958,0.998931218945722,300,0.1,8,1.0,1.0,0.1
0.974311534600304,0.9999618302399924,300,0.1,10,1.0,1.0,0.1
